iic_power_vs_random,iic_power_vs_not_in_largest_mcs,iic_power_vs_weakening,run_id
1.0,0.5,0.5,20260522021657999145
1.0,0.5,0.9943502824858758,20260522021657999145
0.9998686802363755,0.5,0.5,20260522021657999145
1.0,0.5,0.5,20260522021657999145
0.999640933572711,0.5,0.5,20260522021657999145
0.999495345968375,0.5,0.9943502824858758,20260522021657999145
1.0,0.5,0.5,20260522021657999145
1.0,0.5,0.5,20260522021657999145
0.9999347343688814,0.5,0.9943502824858758,20260522021657999145
0.9995372318047959,0.5,0.5,20260522021657999145
0.9998915754093028,0.5,0.9943181818181818,20260522021657999145
1.0,0.5,0.9943502824858758,20260522021657999145
0.9993335554815062,0.5,0.9943502824858758,20260522021657999145
1.0,0.5,0.5,20260522021657999145
0.9997826748380928,0.5,0.9943502824858758,20260522021657999145
1.0,0.5,0.5,20260522021657999145
0.9998432356168678,0.5,0.5,20260522021657999145
0.9997341031679708,0.5,0.9943181818181818,20260522021657999145
0.9999240410178504,0.5,0.5,20260522021657999145
0.9999040030719017,0.5,0.5,20260522021657999145
0.9998532648569333,0.5,0.5,20260522021657999145
0.9993658845909955,0.5,0.9943502824858758,20260522021657999145
0.9995215311004785,0.5,0.5,20260522021657999145
0.9999568370165746,0.5,0.9943502824858758,20260522021657999145
1.0,0.5,0.9943502824858758,20260522021657999145
1.0,0.5,0.5,20260522021657999145
1.0,0.5,0.9943502824858758,20260522021657999145
0.9994391924371094,0.5,0.5,20260522021657999145
1.0,0.5,0.9943502824858758,20260522021657999145
1.0,0.5,0.9985210226072259,20260522021657999145
0.9991850040749797,0.5,0.9943502824858758,20260522021657999145
0.999893025246042,0.5,0.5,20260522021657999145
1.0,0.5,0.5,20260522021657999145
0.9994450995352708,0.5,0.9943502824858758,20260522021657999145
1.0,0.5,0.5,20260522021657999145
1.0,0.5,0.5,20260522021657999145
1.0,0.5,0.9943502824858758,20260522021657999145
0.9993630573248408,0.5,0.9943502824858758,20260522021657999145
1.0,0.5,0.5,20260522021657999145
1.0,0.5,0.9943502824858758,20260522021657999145
0.9990458015267175,0.5,0.9943502824858758,20260522021657999145
1.0,0.9943502824858758,0.5,20260522021657999145
0.9999436556231688,0.9943502824858758,0.9943502824858758,20260522021657999145
0.9999627477276114,0.9943502824858758,0.5,20260522021657999145
0.9988343420757677,0.9943502824858758,0.995702005730659,20260522021657999145
0.9998979904110986,0.9943502824858758,0.5,20260522021657999145
1.0,0.9943502824858758,0.9943502824858758,20260522021657999145
1.0,0.9943502824858758,0.5,20260522021657999145
1.0,0.9943502824858758,0.5,20260522021657999145
0.9998974148543291,0.9943502824858758,0.9943502824858758,20260522021657999145
0.9997271487039563,0.9943502824858758,0.5,20260522021657999145
0.9994288977727013,0.9943502824858758,0.5,20260522021657999145
1.0,0.9943502824858758,0.9943502824858758,20260522021657999145
0.9998816708081883,0.9943502824858758,0.9943502824858758,20260522021657999145
1.0,0.9943502824858758,0.5,20260522021657999145
0.9997395154988278,0.9943502824858758,0.9943502824858758,20260522021657999145
0.9996825396825397,0.9943502824858758,0.9943502824858758,20260522021657999145
1.0,0.5,0.5,20260522021657999145
1.0,0.5,0.5,20260522021657999145
1.0,0.5,0.9943502824858758,20260522021657999145
0.9981024667931688,0.5,0.9943502824858758,20260522021657999145
0.9999620968047607,0.5,0.5,20260522021657999145
0.9997400571874188,0.9943502824858758,0.5,20260522021657999145
1.0,0.9943502824858758,0.5,20260522021657999145
1.0,0.9943502824858758,0.5,20260522021657999145
0.9999148646347693,0.9943502824858758,0.9943502824858758,20260522021657999145
0.5,0.9943502824858758,0.5,20260522021657999145
0.9998622968879096,0.9943502824858758,0.9943502824858758,20260522021657999145
1.0,0.9943502824858758,0.5,20260522021657999145
1.0,0.9943502824858758,0.9943502824858758,20260522021657999145
0.9996429846483399,0.9943502824858758,0.5,20260522021657999145
0.9995915032679739,0.9943502824858758,0.9943502824858758,20260522021657999145
0.999951648776714,0.9943502824858758,0.9943502824858758,20260522021657999145
0.9996428571428572,0.9943502824858758,0.5,20260522021657999145
0.9999584389676239,0.9943502824858758,0.9943502824858758,20260522021657999145
0.9998964374482188,0.9943502824858758,0.5,20260522021657999145
0.9980988593155894,0.9943502824858758,0.9943502824858758,20260522021657999145
0.9997053406998159,0.9943502824858758,0.5,20260522021657999145
0.9999312194786436,0.9943502824858758,0.9943502824858758,20260522021657999145
0.999806314158435,0.9943502824858758,0.9943502824858758,20260522021657999145
0.9991850040749797,0.9943502824858758,0.5,20260522021657999145
1.0,0.9943502824858758,0.9943502824858758,20260522021657999145
0.9999287292423918,0.5,0.5,20260522021657999145
0.999749655776693,0.5,0.5,20260522021657999145
0.9995240361732508,0.9943502824858758,0.5,20260522021657999145
1.0,0.9943502824858758,0.9943502824858758,20260522021657999145
1.0,0.9943502824858758,0.5,20260522021657999145
1.0,0.5,0.9943502824858758,20260522021657999145
1.0,0.5,0.5,20260522021657999145
0.9996187571483035,0.5,0.9943502824858758,20260522021657999145
0.9997966997594281,0.5,0.5,20260522021657999145
0.9994751291989664,0.5,0.9943502824858758,20260522021657999145
1.0,0.5,0.5,20260522021657999145
0.9987659653236256,0.5,0.5,20260522021657999145
0.9998093058733791,0.5,0.9943502824858758,20260522021657999145
0.999889976895148,0.5,0.5,20260522021657999145
1.0,0.5,0.5,20260522021657999145
0.9999623961192795,0.5,0.5,20260522021657999145
0.9999355960584788,0.5,0.9943502824858758,20260522021657999145
0.9999440089585666,0.5,0.5,20260522021657999145
