B1_vs_A1,B1_vs_A2,B1_vs_A3,B2_vs_A1,B2_vs_A2,B2_vs_A3,B3_vs_A1,B3_vs_A2,B3_vs_A3,B4_vs_A1,B4_vs_A2,B4_vs_A3,B5_vs_A1,B5_vs_A2,B5_vs_A3,B6_vs_A1,B6_vs_A2,B6_vs_A3,B7_vs_A1,B7_vs_A2,B7_vs_A3,B8_vs_A1,B8_vs_A2,B8_vs_A3,B9_vs_A1,B9_vs_A2,B9_vs_A3,run_id
0.85,0.6363636363636364,0.6363636363636364,0.9690721649484536,1.0,1.0,0.8125,0.5,0.5,0.9690721649484536,1.0,1.0,0.8125,0.5,0.5,0.8125,0.5,0.5,0.8125,0.5,0.5,0.9690721649484536,1.0,1.0,0.8125,0.5,0.5,20260624134028346645
0.8076923076923077,1.0,0.1,1.0,0.7777777777777778,0.07692307692307693,0.98,1.0,0.5,0.8076923076923077,1.0,0.1,0.7058823529411765,0.5,0.0,0.7058823529411765,0.5,0.0,0.7058823529411765,0.5,0.0,0.98,1.0,0.5,0.98,1.0,0.5,20260624134028346645
0.8955223880597015,1.0,0.5,0.573170731707317,0.5,0.0,0.5324675324675324,0.29411764705882354,0.02,0.6153846153846154,1.0,0.1,0.8955223880597015,1.0,0.5,0.8955223880597015,1.0,0.5,0.8955223880597015,1.0,0.5,0.8955223880597015,1.0,0.5,0.8955223880597015,1.0,0.5,20260624134028346645
1.0,0.5,0.2222222222222222,1.0,1.0,0.9230769230769231,0.3684210526315789,0.29411764705882354,0.0,1.0,0.5,0.2222222222222222,1.0,1.0,0.9230769230769231,1.0,0.5,0.2222222222222222,1.0,0.5,0.2222222222222222,1.0,1.0,0.9230769230769231,1.0,1.0,0.9230769230769231,20260624134028346645
1.0,0.29411764705882354,0.5,1.0,0.7777777777777778,1.0,0.9868421052631579,1.0,0.98,0.8837209302325582,0.5,0.7058823529411765,0.8837209302325582,0.5,0.7058823529411765,0.9868421052631579,1.0,0.98,0.9868421052631579,1.0,0.98,0.9868421052631579,1.0,0.98,0.8837209302325582,0.5,0.7058823529411765,20260624134028346645
0.8863636363636364,0.7058823529411765,0.6875,0.9823008849557522,0.98,0.9649122807017544,0.9803921568627451,1.0,0.9565217391304348,0.9823008849557522,0.98,0.9649122807017544,0.9823008849557522,0.98,0.9649122807017544,0.9823008849557522,0.98,0.9649122807017544,0.9823008849557522,0.98,0.9649122807017544,0.9823008849557522,0.98,0.9649122807017544,0.9823008849557522,0.98,0.9649122807017544,20260624134028346645
1.0,1.0,0.6363636363636364,1.0,1.0,0.7777777777777778,0.98,0.98,1.0,0.98,0.98,1.0,0.7058823529411765,0.7058823529411765,0.5,0.98,0.98,1.0,0.7058823529411765,0.7058823529411765,0.5,0.7058823529411765,0.7058823529411765,0.5,0.7058823529411765,0.7058823529411765,0.5,20260624134028346645
0.7058823529411765,0.5,0.7058823529411765,0.5,0.29411764705882354,0.5,0.5,0.29411764705882354,0.5,0.7058823529411765,0.5,0.7058823529411765,0.7058823529411765,0.5,0.7058823529411765,0.98,1.0,0.98,0.98,1.0,0.98,0.7058823529411765,0.5,0.7058823529411765,0.98,1.0,0.98,20260624134028346645
0.9803921568627451,1.0,0.98,1.0,0.29411764705882354,0.5,0.9803921568627451,1.0,0.98,0.7222222222222222,0.5,0.7058823529411765,0.9803921568627451,1.0,0.98,0.7222222222222222,0.5,0.7058823529411765,0.8148148148148148,1.0,0.8076923076923077,0.9803921568627451,1.0,0.98,0.9803921568627451,1.0,0.98,20260624134028346645
0.29411764705882354,0.5,0.29411764705882354,1.0,0.98,1.0,0.7777777777777778,1.0,0.7777777777777778,1.0,0.98,1.0,1.0,0.98,1.0,1.0,0.98,1.0,0.5,0.7058823529411765,0.5,1.0,0.98,1.0,0.5,0.7058823529411765,0.5,20260624134028346645
