B1_vs_A1,B1_vs_A2,B1_vs_A3,B2_vs_A1,B2_vs_A2,B2_vs_A3,B3_vs_A1,B3_vs_A2,B3_vs_A3,B4_vs_A1,B4_vs_A2,B4_vs_A3,B5_vs_A1,B5_vs_A2,B5_vs_A3,B6_vs_A1,B6_vs_A2,B6_vs_A3,B7_vs_A1,B7_vs_A2,B7_vs_A3,B8_vs_A1,B8_vs_A2,B8_vs_A3,B9_vs_A1,B9_vs_A2,B9_vs_A3,run_id
1.0,0.5,0.07159904534606205,1.0,1.0,0.2242798353909465,0.9272727272727272,0.803680981595092,0.0,0.9356136820925554,0.8545454545454545,0.16721311475409836,0.9811178247734139,0.9761222540592168,0.7754749568221071,0.9811178247734139,0.9761222540592168,0.7754749568221071,0.9568965517241379,0.9284009546539379,0.5,0.9811178247734139,0.9761222540592168,0.7754749568221071,0.9811178247734139,0.9761222540592168,0.7754749568221071,20260624134028346645
0.9705069124423963,0.5,0.9002194248758517,1.0,0.19631901840490798,0.8996256434253627,0.9873031995937024,1.0,0.9264625776228347,0.9776286353467561,1.0,0.9080694586312564,0.9873031995937024,1.0,0.9264625776228347,0.9705069124423963,0.5,0.9002194248758517,0.9719789842381786,1.0,0.9008719596145021,0.9873031995937024,1.0,0.9264625776228347,0.9705069124423963,0.5,0.9002194248758517,20260624134028346645
1.0,0.5,0.8981460799642618,0.9949526813880126,0.803680981595092,0.8973969631236443,0.9965393133997785,0.9761222540592168,0.9316805450416351,0.9949526813880126,0.803680981595092,0.8973969631236443,0.9949526813880126,0.803680981595092,0.8973969631236443,0.9949526813880126,0.803680981595092,0.8973969631236443,0.9949526813880126,0.803680981595092,0.8973969631236443,0.9965393133997785,0.9761222540592168,0.9316805450416351,0.9949526813880126,0.803680981595092,0.8973969631236443,20260624134028346645
0.14429530201342283,0.1203104786545925,0.03022787164780654,0.9787595581988106,0.9761222540592168,0.2690233672857999,1.0,0.5,0.0050682261208577,0.9453551912568307,0.9284009546539379,0.0962962962962963,0.9787595581988106,0.9761222540592168,0.2690233672857999,0.8907849829351536,0.803680981595092,0.0,0.9951762523191094,0.9949317738791423,0.5,0.8907849829351536,0.803680981595092,0.0,0.9787595581988106,0.9761222540592168,0.2690233672857999,20260624134028346645
0.9939369442198869,0.9284009546539379,0.7056603773584905,0.9931798806479113,0.803680981595092,0.42857142857142855,1.0,0.5,0.0,0.9955164992826399,0.9761222540592168,0.870242214532872,0.9931798806479113,0.803680981595092,0.42857142857142855,0.9931798806479113,0.803680981595092,0.42857142857142855,0.9932659932659933,0.8565022421524664,0.5254237288135594,0.9931798806479113,0.803680981595092,0.42857142857142855,0.9955164992826399,0.9761222540592168,0.870242214532872,20260624134028346645
1.0,1.0,0.13782051282051283,1.0,0.5,0.0,1.0,0.5,0.0,0.9476268412438625,0.8565022421524664,0.05957943925233645,0.9825783972125436,0.9761222540592168,0.2946943483275663,0.941923774954628,0.803680981595092,0.050696594427244585,0.9955976972570267,0.9949317738791423,0.9097222222222222,0.941923774954628,0.803680981595092,0.050696594427244585,0.941923774954628,0.803680981595092,0.050696594427244585,20260624134028346645
0.4636635579799402,0.09530386740331492,0.10246568969527797,0.9815003641660597,0.483739837398374,0.8700787401574803,1.0,1.0,0.9581239530988275,1.0,0.5,0.8024691358024691,1.0,1.0,0.9581239530988275,1.0,1.0,0.9581239530988275,1.0,1.0,0.9581239530988275,1.0,1.0,0.9581239530988275,1.0,0.5,0.8024691358024691,20260624134028346645
1.0,0.9761222540592168,1.0,1.0,0.9761222540592168,1.0,1.0,0.9761222540592168,1.0,1.0,0.9284009546539379,1.0,1.0,0.803680981595092,0.5,1.0,0.803680981595092,0.5,1.0,0.8810408921933085,1.0,1.0,0.803680981595092,0.5,1.0,0.9761222540592168,1.0,20260624134028346645
0.8413666870042709,0.20245398773006135,0.16666666666666666,1.0,0.9761222540592168,0.9505376344086022,0.9186418962203715,1.0,0.3888888888888889,1.0,0.872,0.5918367346938775,1.0,0.803680981595092,0.0,1.0,0.803680981595092,0.0,1.0,0.9949317738791423,0.990924092409241,1.0,0.803680981595092,0.0,1.0,0.9761222540592168,0.9505376344086022,20260624134028346645
0.7273154677950164,0.08350568769389866,0.07229201232519554,1.0,0.803680981595092,0.2381818181818182,0.9794831636648395,0.5,0.0,1.0,0.9761222540592168,0.7126917712691772,1.0,0.9761222540592168,0.7126917712691772,1.0,0.803680981595092,0.2381818181818182,1.0,0.803680981595092,0.2381818181818182,1.0,0.803680981595092,0.2381818181818182,1.0,0.9761222540592168,0.7126917712691772,20260624134028346645
