B1_vs_A1,B1_vs_A2,B1_vs_A3,B2_vs_A1,B2_vs_A2,B2_vs_A3,B3_vs_A1,B3_vs_A2,B3_vs_A3,B4_vs_A1,B4_vs_A2,B4_vs_A3,B5_vs_A1,B5_vs_A2,B5_vs_A3,B6_vs_A1,B6_vs_A2,B6_vs_A3,B7_vs_A1,B7_vs_A2,B7_vs_A3,B8_vs_A1,B8_vs_A2,B8_vs_A3,B9_vs_A1,B9_vs_A2,B9_vs_A3,run_id
0.9886452623335944,0.8770752384316496,0.8108108108108109,1.0,0.988169798190675,0.9520033388981636,1.0,0.988169798190675,0.9520033388981636,0.987717069038543,0.8559384164222874,0.17834394904458598,0.999571459181487,0.9917695473251029,0.9913005654632449,0.999571459181487,0.9917695473251029,0.9913005654632449,0.9875376020627418,0.852549889135255,0.0,0.999571459181487,0.9917695473251029,0.9913005654632449,0.999571459181487,0.9917695473251029,0.9913005654632449,20260624134028346645
0.9894161227729759,0.23387096774193547,0.0,0.9992431886982845,0.9618627057406663,1.0,1.0,0.1516533637400228,0.1435700575815739,0.985025817555938,1.0,0.49356223175965663,0.9992519635955617,1.0,0.9991575400168492,0.9992519635955617,1.0,0.9991575400168492,0.9851940095302927,1.0,0.6067796610169491,0.9992519635955617,1.0,0.9991575400168492,0.9992519635955617,1.0,0.9991575400168492,20260624134028346645
0.26883451384417256,0.6058981233243967,0.5243619489559165,0.9670596393897365,0.988169798190675,0.9873209673632308,0.2619047619047619,1.0,0.5648854961832062,1.0,0.8759358288770054,0.8658580092757759,1.0,0.9917695473251029,0.9912037037037037,1.0,0.9917695473251029,0.9912037037037037,1.0,0.8540599853694221,0.8437042459736457,1.0,0.9917695473251029,0.9912037037037037,1.0,0.9917695473251029,0.9912037037037037,20260624134028346645
0.9753737906772207,1.0,0.03816793893129771,0.9994089834515366,1.0,0.5,1.0,0.9618627057406663,0.020618556701030927,0.9722222222222222,0.5,0.0,0.9994089834515366,1.0,0.5,0.9994089834515366,1.0,0.5,0.9743589743589743,1.0,0.005148005148005148,0.9994089834515366,1.0,0.5,0.9994089834515366,1.0,0.5,20260624134028346645
0.8496468213925328,0.742914979757085,0.31443298969072164,0.9993498049414824,0.988169798190675,1.0,0.5809979494190021,1.0,0.1265126512651265,0.976062732150227,0.852549889135255,0.24111675126903553,0.9991505627521767,0.9917695473251029,0.9990884229717412,0.9991505627521767,0.9917695473251029,0.9990884229717412,0.9765561843168957,0.8689265536723164,0.32084309133489464,0.9991505627521767,0.9917695473251029,0.9990884229717412,0.9991505627521767,0.9917695473251029,0.9990884229717412,20260624134028346645
0.17594385285575992,0.1676851625519433,0.2488599348534202,1.0,0.9991883116883117,0.9948299319727891,0.1848064280496713,0.15230224321133412,0.4306860902255639,1.0,0.9991883116883117,0.9948299319727891,1.0,0.9991883116883117,0.9948299319727891,1.0,0.9991883116883117,0.9948299319727891,1.0,0.7661290322580645,0.8412959912136189,1.0,0.9991883116883117,0.9948299319727891,1.0,0.9991883116883117,0.9948299319727891,20260624134028346645
0.9802047781569966,0.852549889135255,0.0,1.0,0.8520642201834863,0.0008116883116883117,1.0,0.988169798190675,0.020618556701030927,0.9813144329896907,0.8586839266450917,0.005148005148005148,0.9994743758212877,0.9917695473251029,0.5,0.9994743758212877,0.9917695473251029,0.5,0.9804713804713805,0.8588979895755771,0.0033472803347280333,0.9994743758212877,0.9917695473251029,0.5,0.9994743758212877,0.9917695473251029,0.5,20260624134028346645
0.39356814701378257,0.18968692449355432,0.19255601974933537,1.0,1.0,0.9991883116883117,1.0,1.0,0.9991883116883117,1.0,1.0,0.9991883116883117,1.0,1.0,0.9991883116883117,1.0,1.0,0.9991883116883117,1.0,1.0,0.9991883116883117,1.0,1.0,0.9991883116883117,1.0,1.0,0.9991883116883117,20260624134028346645
0.5647826086956522,0.15224232887490166,0.15159574468085107,0.5649054142204827,0.15230224321133412,0.1516533637400228,0.9995857497928748,0.9991883116883117,1.0,0.9887027658745617,0.8571428571428571,1.0,0.9995857497928748,0.9991883116883117,1.0,0.9995857497928748,0.9991883116883117,1.0,0.9885011895321174,0.8164556962025317,1.0,0.9995857497928748,0.9991883116883117,1.0,0.9995857497928748,0.9991883116883117,1.0,20260624134028346645
0.6483839373163565,0.1517687333586915,0.4671685487243831,0.9996107434799533,1.0,0.9946875790538832,0.9996107434799533,1.0,0.9946875790538832,0.9896354538956398,0.5,0.8522991175104505,0.9996107434799533,1.0,0.9946875790538832,0.9996107434799533,1.0,0.9946875790538832,0.9898102600140548,1.0,0.8555202180826896,0.9996107434799533,1.0,0.9946875790538832,0.9996107434799533,1.0,0.9946875790538832,20260624134028346645
